HotelId,HotelName,Description,Category,Tags,ParkingIncluded,LastRenovationDate,Rating,StreetAddress,City,StateProvince,PostalCode,Country,IsDeleted
1,Stay-Kay City Hotel,"This classic hotel is fully-refurbished and ideally located on the main commercial artery of the city in the heart of New York. A few minutes away is Times Square and the historic centre of the city, as well as other places of interest that make New York one of America's most attractive and cosmopolitan cities.",Boutique,"[ view, air conditioning, concierge ]",FALSE,2022-01-18T00:00:00Z,3.6,677 5th Ave,New York,NY,10022,USA,FALSE
10,Countryside Hotel,"Save up to 50% off traditional hotels. Free WiFi, great location near downtown, full kitchen, washer & dryer, 24/7 support, bowling alley, fitness center and more.",Extended-Stay,"[ 24-hour front desk service, laundry service, free wifi ]",TRUE,2019-09-06T00:00:00Z,2.7,6910 Fayetteville Rd,Durham,NC,27713,USA,FALSE
11,Royal Cottage Resort,"Your home away from home. Brand new fully equipped premium rooms, fast WiFi, full kitchen, washer & dryer, fitness center. Inner courtyard includes water features and outdoor seating. All units include fireplaces and small outdoor balconies. Pets accepted.",Extended-Stay,"[ free wifi, free parking, 24-hour front desk service ]",TRUE,2023-11-26T00:00:00Z,2.5,22422 29th Dr SE,Bothell,WA,98021,USA,FALSE
12,Winter Panorama Resort,"Plenty of great skiing, outdoor ice skating, sleigh rides, tubing and snow biking. Yoga, group exercise classes and outdoor hockey are available year-round, plus numerous options for shopping as well as great spa services. Newly-renovated with large rooms, free 24-hr airport shuttle & a new restaurant. Rooms/suites offer mini-fridges & 49-inch HDTVs.",Resort and Spa,"[ restaurant, bar, pool ]",FALSE,2022-09-16T00:00:00Z,4.5,9025 SW Hillman Ct,Wilsonville,OR,97070,USA,FALSE
13,Luxury Lion Resort,"Unmatched Luxury. Visit our downtown hotel to indulge in luxury accommodations. Moments from the stadium and transportation hubs, we feature the best in convenience and comfort.",Luxury,"[ bar, concierge, restaurant ]",FALSE,2020-03-18T00:00:00Z,4.1,3 Cityplace Dr,St. Louis,MO,63141,USA,FALSE
14,Twin Vortex Hotel,New experience in the making. Be the first to experience the luxury of the Twin Vortex. Reserve one of our newly-renovated guest rooms today.,Luxury,"[ bar, restaurant, concierge ]",FALSE,2023-11-14T00:00:00Z,4.4,1950 N Stemmons Fw,Dallas,TX,75207,USA,FALSE
15,By the Market Hotel,"Book now and Save up to 30%. Central location. Walking distance from the Empire State Building & Times Square, in the Chelsea neighborhood. Brand new rooms. Impeccable service.",Budget,"[ coffee in lobby, free wifi, 24-hour front desk service ]",TRUE,2023-10-30T00:00:00Z,3.3,11 Times Sq,New York,NY,10036,USA,FALSE
16,Double Sanctuary Resort,"5 star Luxury Hotel - Biggest Rooms in the city. #1 Hotel in the area listed by Traveler magazine. Free WiFi, Flexible check in/out, Fitness Center & espresso in room.",Resort and Spa,"[ view, pool, restaurant ]",TRUE,2019-08-05T00:00:00Z,4.2,2211 Elliott Ave,Seattle,WA,98121,USA,FALSE
17,City Skyline Antiquity Hotel,"In vogue since 1888, the Antiquity Hotel takes you back to bygone era. From the crystal chandeliers that adorn the Green Room, to the arched ceilings of the Grand Hall, the elegance of old New York beckons. Elevate Your Experience. Upgrade to a premiere city skyline view for less, where old world charm combines with dramatic views of the city, local cathedral and midtown.",Boutique,"[ view, concierge, bar ]",FALSE,2015-10-10T00:00:00Z,4.5,8th Ave,New York,NY,10014,USA,FALSE
18,Ocean Water Resort & Spa,"New Luxury Hotel for the vacation of a lifetime. Bay views from every room, location near the pier, rooftop pool, waterfront dining & more.",Luxury,"[ view, pool, restaurant ]",TRUE,2020-11-14T00:00:00Z,4.2,5426 Bay Center Dr,Tampa,FL,33609,USA,FALSE
19,Economy Universe Motel,"Local, family-run hotel in bustling downtown Redmond. We are a pet-friendly establishment, near expansive Marymoor park, haven to pet owners, joggers, and sports enthusiasts. Close to the highway and just a short drive away from major cities.",Budget,"[ coffee in lobby, free wifi, free parking ]",TRUE,2019-11-21T00:00:00Z,2.9,15255 NE 40th,Redmond,WA,98052,USA,FALSE
2,Old Century Hotel,"The hotel is situated in a nineteenth century plaza, which has been expanded and renovated to the highest architectural standards to create a modern, functional and first-class hotel in which art and unique historical elements coexist with the most modern comforts. The hotel also regularly hosts events like wine tastings, beer dinners, and live music.",Boutique,"[ pool, free wifi, concierge ]",FALSE,2019-02-18T00:00:00Z,3.6,140 University Town Center Dr,Sarasota,FL,34243,USA,FALSE
20,Grand Gaming Resort,"The Best Gaming Resort in the area. With elegant rooms & suites, pool, cabanas, spa, brewery & world-class gaming. This is the best place to play, stay & dine.",Resort and Spa,"[ continental breakfast, bar, pool ]",TRUE,2021-10-31T00:00:00Z,4.2,3400 Menaul Blvd NE,Albuquerque,NM,87107,USA,FALSE
21,Good Business Hotel,"1 Mile from the airport. Free WiFi, Outdoor Pool, Complimentary Airport Shuttle, 6 miles from Lake Lanier & 10 miles from downtown. Our business center includes printers, a copy machine, fax, and a work area.",Suite,"[ pool, continental breakfast, free parking ]",TRUE,2021-10-19T00:00:00Z,3.6,4400 Ashford Dunwoody Rd NE,Atlanta,GA,30346,USA,FALSE
22,Lion's Den Inn,"Full breakfast buffet for 2 for only $1. Excited to show off our room upgrades, faster high speed WiFi, updated corridors & meeting space. Come relax and enjoy your stay.",Budget,"[ laundry service, free wifi, restaurant ]",TRUE,2020-09-18T00:00:00Z,3.9,16021 NE 36th Way,Redmond,WA,98052,USA,FALSE
23,Downtown Mix Hotel,"Mix and mingle in the heart of the city. Shop and dine, mix and mingle in the heart of downtown, where fab lake views unite with a cheeky design.",Budget,"[ air conditioning, laundry service, free wifi ]",FALSE,2019-09-16T00:00:00Z,4.2,550 Kirkland Way,Kirkland,WA,98033,USA,FALSE
24,Uptown Chic Hotel,"Chic hotel near the city. High-rise hotel in downtown, within walking distance to theaters, art galleries, restaurants and shops. Visit Seattle Art Museum by day, and then head over to Benaroya Hall to catch the evening's concert performance.",Suite,"[ view, pool, bar ]",FALSE,2018-08-25T00:00:00Z,3.5,600 Pine St,Seattle,WA,98101,USA,FALSE
25,Waterfront Scottish Inn,"Newly Redesigned Rooms & airport shuttle. Minutes from the airport, enjoy lakeside amenities, a resort-style pool & stylish new guestrooms with Internet TVs.",Suite,"[ 24-hour front desk service, continental breakfast, free wifi ]",TRUE,2019-06-25T00:00:00Z,3.8,3301 Veterans Memorial Blvd,Metairie,LA,70002,USA,FALSE
26,Planetary Plaza & Suites,"Extend Your Stay. Affordable home away from home, with amenities like free Wi-Fi, full kitchen, and convenient laundry service.",Extended-Stay,"[ free parking, free wifi, laundry service ]",TRUE,2022-06-02T00:00:00Z,3.2,9255 Towne Centre Dr,San Diego,CA ,92121,USA,FALSE
27,Starlight Suites,"Complimentary Airport Shuttle & WiFi. Book Now and save - Spacious All Suite Hotel, Indoor Outdoor Pool, Fitness Center, Florida Green certified, Complimentary Coffee, HDTV",Suite,"[ pool, coffee in lobby, free wifi ]",TRUE,2017-04-23T00:00:00Z,4.2,19575 Biscayne Blvd,Aventura,FL,33180,USA,FALSE
28,City Center Summer Wind Resort,"Eco-friendly from our gardens to table, with a rooftop serenity pool and outdoor seating to take in the sunset. Just steps away from the Convention Center. Located in the heart of downtown with modern rooms with stunning city views, 24-7 dining options, free WiFi and easy valet parking.",Luxury,"[ restaurant, view, concierge ]",FALSE,2017-08-07T00:00:00Z,4.9,1288 Pear Ave,Mountain View,CA ,94043,USA,FALSE
29,Treehouse Hotel,"Near the beating heart of our vibrant downtown and bustling business district. Experience the warmth of our hotel. Enjoy free WiFi, local transportation and Milk & Cookies.",Budget,"[ free wifi, coffee in lobby, free parking ]",TRUE,2017-05-25T00:00:00Z,2.6,9585 SW Washington Square Rd,Portland,OR,97223,USA,FALSE
3,Gastronomic Landscape Hotel,"The Gastronomic Hotel stands out for its culinary excellence under the management of William Dough, who advises on and oversees all of the Hotelâ€™s restaurant services.",Suite,"[ restaurant, bar,continental breakfast ]",TRUE,2015-09-20T00:00:00Z,4.8,3393 Peachtree Rd,Atlanta,GA,30326,USA,FALSE
30,Fishing Creek Lodge,"Best bites along the Colorado river, but only if you know where to go! Fishing expeditions offered daily. Package deals include professional guides, gear, lunch, and fishing licenses. ",Budget,"[ restaurant, coffee in lobby, 24-hour front desk service ]",TRUE,2018-08-29T00:00:00Z,4.2,3309 Esperanza Xing,Austin,TX,78758,USA,FALSE
31,Country Residence Hotel,"All of the suites feature full-sized kitchens stocked with cookware, separate living and sleeping areas and sofa beds. Some of the larger rooms have fireplaces and patios or balconies. Experience real country hospitality in the heart of bustling Nashville. The most vibrant music scene in the world is just outside your front door.",Extended-Stay,"[ laundry service, restaurant, free parking ]",TRUE,2018-10-05T00:00:00Z,2.7,2126 Abbott Martin Rd,Nashville,TN,37215,USA,FALSE
32,Gold View Inn,"AAA Four Diamond Resort. Nestled on six beautifully landscaped acres, located 2 blocks from the park. Unwind at the spa and indulge in art tours on site.",Suite,[ continental breakfast ],TRUE,2021-01-31T00:00:00Z,2.8,1414 NW Northrup St,Portland,OR,97209,USA,FALSE
33,Thunderbird Motel,"Book Now & Save. Clean, Comfortable rooms at the lowest price. Enjoy complimentary coffee and tea in common areas.",Budget,"[ coffee in lobby, free parking, free wifi ]",TRUE,2018-01-30T00:00:00Z,4.4,1555 Broadway St,Detroit,MI,48226,USA,FALSE
34,Lakefront Captain Inn,"Every stay starts with a warm cookie. Amenities like the Counting Sheep sleep experience, our Wake-up glorious breakfast buffet and spacious workout facilities await.",Budget,"[ restaurant, laundry service, coffee in lobby ]",FALSE,2017-04-19T00:00:00Z,3.4,1500 New Britain Ave,West Hartford,CT,6110,USA,FALSE
35,Bellevue Suites,"Comfortable city living in the very center of downtown Bellevue. Newly reimagined, this hotel features apartment-style suites with sleeping, living and work spaces. Located across the street from the Light Rail to downtown. Free shuttle to the airport.",Extended-Stay,"[ laundry service, view, 24-hour front desk service ]",FALSE,2024-01-19T00:00:00Z,4,11025 NE 8th St,Bellevue,WA,98004,USA,FALSE
36,Hotel on the Harbor,"Stunning Downtown Hotel with indoor Pool. Ideally located close to theatres, museums and the convention center. Indoor Pool and Sauna and fitness centre. Popular Bar & Restaurant",Luxury,"[ bar, pool, 24-hour front desk service ]",FALSE,2023-10-31T00:00:00Z,3.5,6465 N Quail Hollow Rd,Memphis,TN,38120,USA,FALSE
37,Campus Commander Hotel,"Easy access to campus and steps away from the best shopping corridor in the city. From meetings in town or gameday, enjoy our prime location between the union and proximity to the university stadium.",Budget,"[ free parking, coffee in lobby, 24-hour front desk service ]",FALSE,2022-02-24T00:00:00Z,2.8,2045 Lafayette St,Santa Clara,CA ,95050,USA,FALSE
38,Lakeside B & B,"Nature is Home on the beach. Explore the shore by day, and then come home to our shared living space to relax around a stone fireplace, sip something warm, and explore the library by night. Save up to 30 percent. Valid Now through the end of the year. Restrictions and blackouts may apply.",Boutique,"[ laundry service, concierge, free parking ]",TRUE,2017-06-02T00:00:00Z,4.7,20 W Kinzie St,Chicago,IL,60654,USA,FALSE
39,White Mountain Lodge & Suites,"Live amongst the trees in the heart of the forest. Hike along our extensive trail system. Visit the Natural Hot Springs, or enjoy our signature hot stone massage in the Cathedral of Firs. Relax in the meditation gardens, or join new friends around the communal firepit. Weekend evening entertainment on the patio features special guest musicians or poetry readings.",Resort and Spa,"[ continental breakfast, pool, restaurant ]",TRUE,2022-05-14T00:00:00Z,2.4,"3000 E 1st Ave,",Denver,CO,80206,USA,FALSE
4,Sublime Palace Hotel,"Sublime Palace Hotel is located in the heart of the historic center of Sublime in an extremely vibrant and lively area within short walking distance to the sites and landmarks of the city and is surrounded by the extraordinary beauty of churches, buildings, shops and monuments. Sublime Cliff is part of a lovingly restored 19th century resort, updated for every modern convenience.",Boutique,"[ concierge, view, air conditioning ]",TRUE,2020-02-06T00:00:00Z,4.6,7400 San Pedro Ave,San Antonio,TX,78216,USA,FALSE
40,Trails End Motel,"Only 8 miles from Downtown. On-site bar/restaurant, Free hot breakfast buffet, Free wireless internet, All non-smoking hotel. Only 15 miles from airport.",Budget,"[ bar, free wifi, restaurant ]",TRUE,2017-01-18T00:00:00Z,3.2,7014 E Camelback Rd,Scottsdale,AZ,85251,USA,FALSE
41,Windy Ocean Motel,"Oceanfront hotel overlooking the beach features rooms with a private balcony and 2 indoor and outdoor pools. Inspired by the natural beauty of the island, each room includes an original painting of local scenes by the owner. Rooms include a mini fridge, Keurig coffee maker, and flatscreen TV. Various shops and art entertainment are on the boardwalk, just steps away.",Suite,"[ pool, air conditioning, bar ]",TRUE,2021-05-10T00:00:00Z,3.5,1450 Ala Moana Blvd 2238 Ala Moana Ctr,Honolulu,HI,96814,USA,FALSE
42,Rock Bottom Resort & Campground,"Rock Bottom is nestled on 20 unspoiled acres on a private cove of Rock Bottom Lake. We feature both lodging and campground accommodations to suit just about every taste. Even though we are out of the traffic of the city, getting there is only a short drive away.",Resort and Spa,"[ view, coffee in lobby, 24-hour front desk service ]",TRUE,2018-01-14T00:00:00Z,3.4,1649 Shoreline Dr,Boise,ID,83702,USA,FALSE
43,Johnson's Family Resort,"Family oriented resort located in the heart of the northland. Operated since 1962 by the Smith family, we have grown into one of the largest family resorts in the state. The home of excellent Smallmouth Bass fishing with 10 small cabins, we're a home not only to fishermen but their families as well. Rebuilt in the early 2000's, all of our cabins have all the comforts of home. Sporting a huge beach with multiple water toys for those sunny summer days and a Lodge full of games for when you just can't swim anymore, there's always something for the family to do. A full marina offers watercraft rentals, boat launch, powered dock slips, canoes (free to use), & fish cleaning facility. Rent pontoons, 14' fishing boats, 16' fishing rigs or jet ski's for a fun day or week on the water. Pets are accepted in the lakeside cottages.",Resort and Spa,"[ 24-hour front desk service, pool, coffee in lobby ]",TRUE,2002-02-21T00:00:00Z,4.8,4000 Great Plains Dr,Fargo,ND,58104,USA,FALSE
44,Friendly Motor Inn,"Close to historic sites, local attractions, and urban parks. Free Shuttle to the airport and casinos. Free breakfast and WiFi.",Budget,"[ 24-hour front desk service, continental breakfast, free wifi ]",TRUE,2019-07-12T00:00:00Z,2.7,3401 Nicholasville Rd,Lexington,KY,40503,USA,FALSE
45,Happy Lake Resort & Restaurant,"The largest year-round resort in the area offering more of everything for your vacation â€“ at the best value! What can you enjoy while at the resort, aside from the mile-long sandy beaches of the lake? Check out our activities sure to excite both young and young-at-heart guests. We have it all, including being named â€œProperty of the Yearâ€ and a â€œTop Ten Resortâ€ by top publications.",Resort and Spa,"[ pool, bar, restaurant ]",TRUE,2015-05-08T00:00:00Z,3.5,320 Westlake Ave N,Seattle,WA,98109,USA,FALSE
46,Swan Bird Lake Inn,"We serve a continental-style breakfast each morning, featuring a variety of food and drinks. Our locally made, oh-so-soft, caramel cinnamon rolls are a favorite with our guests. Other breakfast items include coffee, orange juice, milk, cereal, instant oatmeal, bagels, and muffins.",Budget,"[ continental breakfast, free wifi, 24-hour front desk service ]",TRUE,2019-02-07T00:00:00Z,3.6,1 Memorial Dr,Cambridge,MA,2142,USA,FALSE
47,Country Comfort Inn,"Situated conveniently at the north end of the village, the inn is just a short walk from the lake, offering reasonable rates and all the comforts home inlcuding living room suites and functional kitchens. Pets are welcome.",Extended-Stay,"[ laundry service, free wifi, free parking ]",TRUE,2018-01-03T00:00:00Z,2.5,700 Bellevue Way,Bellevue,WA,98004,USA,FALSE
48,Nordick's Valley Motel,Only 90 miles (about 2 hours) from the nation's capital and nearby most everything the historic valley has to offer. Hiking? Wine Tasting? Exploring the caverns? It's all nearby and we have specially priced packages to help make our B&B your home base for fun while visiting the valley.,Boutique,"[ continental breakfast, air conditioning, free parking ]",FALSE,2018-02-19T00:00:00Z,4.5,1401 I St NW,Washington D.C.,,20005,USA,FALSE
49,Swirling Currents Hotel,"Spacious rooms, glamorous suites and residences, rooftop pool, walking access to shopping, dining, entertainment and the city center. Each room comes equipped with a microwave, a coffee maker and a minifridge. In-room entertainment includes complimentary W-Fi and flat-screen TVs. ",Suite,"[ air conditioning, laundry service, 24-hour front desk service ]",TRUE,2018-01-27T00:00:00Z,2.7,1100 S Hayes St,Arlington,VA,22202,USA,FALSE
5,Red Tide Hotel,"On entering this charming hotel in Scarlet Harbor, you'll notice an uncommon blend of antiques, original artwork, and contemporary comforts that give this hotel its signature look. Each suite is furnished to accentuate the views and unique characteristics of the building's classic architecture. No two suites are alike. However, all guests are welcome in the mezzanine plaza, the surrounding gardens, and the northside terrace for evening refreshments.",Boutique,"[ 24-hour front desk service, bar, free parking ]",TRUE,2011-12-07T00:00:00Z,4.1,800 Boylston St,Boston,MA,2199,USA,FALSE
50,Head Wind Resort,"The best of old town hospitality combined with views of the river and cool breezes off the prairie. Our penthouse suites offer views for miles and the rooftop plaza is open to all guests from sunset to 10 p.m. Enjoy a complimentary continental breakfast in the lobby, and free Wi-Fi throughout the hotel.",Suite,"[ coffee in lobby, free wifi, view ]",TRUE,2012-04-04T00:00:00Z,4.7,7633 E 63rd Pl,Tulsa,OK,74133,USA,FALSE
6,King's Cellar Hotel,"Newest kid on the downtown block. Steps away from the most popular destinations in downtown, enjoy free WiFi, an indoor rooftop pool & fitness center, 24 Grab'n'Go & drinks at the bar",Suite,"[ free wifi, pool, bar ]",FALSE,2015-03-20T00:00:00Z,3.5,555 California St,San Francisco,CA ,94104,USA,FALSE
7,Roach Motel,"Perfect Location on Main Street. Earn points while enjoying close proximity to the city's best shopping, restaurants, and attractions.",Budget,"[ free parking, 24-hour front desk service, coffee in lobby ]",TRUE,2016-07-02T00:00:00Z,4.7,"9 Great Oaks Blvd,",San Jose,CA ,95119,USA,FALSE
8,Foot Happy Suites,"Downtown in the heart of the business district. Close to everything. Leave your car behind and walk to the park, shopping, and restaurants. Or grab one of our bikes and take your explorations a little further.",Suite,"[ free wifi, continental breakfast, air conditioning ]",FALSE,2003-07-23T00:00:00Z,4,7535 Dadeland Mall,Miami,FL,33156,USA,FALSE
9,Smile Up Hotel,"Experience the fresh, modern downtown. Enjoy updated rooms, bold style & prime location. Don't miss our weekend live music series featuring who's new/next on the scene.",Suite,"[ view, concierge, bar ]",TRUE,2018-07-12T00:00:00Z,4.2,1 Market,San Francisco,CA ,94105,USA,FALSE
